date,total_pos,total_neg,total_neu,number_pos,number_neg,number_neu,retweet_count,Open,High,Low,Close,Adj Close,Volume
20200310,318.5959999999995,388.3869999999998,4601.096000000003,1073,1112,4792,5308,1254.3900146484375,1275.8499755859375,1214.510009765625,1275.1700439453125,1275.1700439453125,2743600
20200311,367.9840000000002,11041.035000000005,69918.94199999995,1358,76029,80772,81328,1248.27001953125,1256.9300537109375,1191.1400146484375,1210.9000244140625,1210.9000244140625,2736600
20200312,765.9459999999999,1208.4999999999995,8558.608999999997,3358,5466,9907,10533,1122.6199951171875,1188.75,1108.469970703125,1111.550048828125,1111.550048828125,4716300
20200313,956.1540000000007,797.1330000000008,12451.621999999994,3364,2412,13187,14205,1174.989990234375,1214.4000244140625,1112.2900390625,1214.27001953125,1214.27001953125,3970000
20200316,695.8810000000005,790.9830000000017,9283.100999999997,2076,2481,9724,10770,1089.6099853515625,1145.469970703125,1067.0799560546875,1073.0,1073.0,4826000
20200317,1655.1370000000022,2299.856999999998,14832.00199999999,9843,9802,17691,18787,1090.6400146484375,1126.0,1049.0999755859375,1118.06005859375,1118.06005859375,4159700
20200318,1514.9700000000005,1063.405999999999,18317.522999999997,5451,4532,19796,20896,1059.93994140625,1104.989990234375,1037.0,1091.18994140625,1091.18994140625,4652200
20200319,1396.0890000000013,1340.9759999999987,15749.282999999989,5590,6087,17357,18486,1088.219970703125,1152.6099853515625,1055.550048828125,1111.6700439453125,1111.6700439453125,3703200
20200320,1872.881999999998,1227.1429999999996,12338.920999999986,5110,3854,14363,15439,1130.9000244140625,1138.47998046875,1062.0999755859375,1068.2099609375,1068.2099609375,4143900
20200323,5295.293999999994,1142.4479999999994,37894.06000000005,22293,4476,43176,44332,1056.3699951171875,1066.9100341796875,1008.8699951171875,1054.1300048828125,1054.1300048828125,4183600
20200324,1161.6080000000006,1023.4430000000013,19038.169999999987,5140,3824,19998,21223,1103.97998046875,1133.3299560546875,1086.4300537109375,1130.010009765625,1130.010009765625,3623400
20200325,2314.206,1684.7859999999998,18635.920000000024,7795,7709,21294,22635,1124.5799560546875,1146.1700439453125,1083.010009765625,1101.6199951171875,1101.6199951171875,4516200
20200326,1025.8139999999999,1265.9620000000011,32443.36300000005,3839,5049,33435,34735,1114.719970703125,1171.47998046875,1092.030029296875,1162.9200439453125,1162.9200439453125,3828100
20200327,1041.7379999999985,1104.6259999999995,13517.698000000028,3514,5053,14203,15664,1127.469970703125,1151.050048828125,1104.0,1110.260009765625,1110.260009765625,3139700
20200330,923.5239999999999,1193.3690000000015,14453.892000000018,3186,4078,15403,16571,1132.6400146484375,1151.0,1098.489990234375,1146.31005859375,1146.31005859375,2936800
20200331,979.1140000000019,966.7429999999995,11634.162000000013,3478,3245,12455,13580,1148.72998046875,1173.4000244140625,1136.719970703125,1161.949951171875,1161.949951171875,3261400
20200401,1083.5769999999989,1290.2130000000002,12188.870000000003,3638,4429,13376,14563,1124.0,1129.4200439453125,1093.489990234375,1102.0999755859375,1102.0999755859375,2598500
20200402,856.7810000000017,835.0460000000016,13135.156000000008,2786,2393,13572,14827,1100.0,1122.77001953125,1093.1300048828125,1117.030029296875,1117.030029296875,2820500
20200403,1324.760999999997,1256.0970000000007,15218.799000000015,3865,5193,16594,17800,1114.7099609375,1118.7900390625,1075.0799560546875,1092.699951171875,1092.699951171875,2568700
20200406,945.6009999999985,1132.5709999999988,14032.677999999984,3622,3651,14838,16111,1133.0,1190.75,1125.0,1183.18994140625,1183.18994140625,3166000
20200407,1270.989000000001,2247.1099999999988,19990.514999999996,5477,12536,22255,23508,1217.010009765625,1220.780029296875,1177.25,1182.56005859375,1182.56005859375,3081000
20200408,1124.2219999999993,1732.1189999999983,17565.235999999943,4410,6099,19149,20421,1203.0999755859375,1214.9000244140625,1183.949951171875,1207.0,1207.0,2016700
20200409,1004.7920000000018,1176.432,12032.146000000013,4314,4047,13082,14212,1218.1800537109375,1221.989990234375,1192.4200439453125,1206.5699462890625,1206.5699462890625,2701400
20200413,1319.1509999999987,1339.4969999999996,15696.502000000008,6584,6132,17089,18355,1201.5,1214.52001953125,1182.3299560546875,1210.4100341796875,1210.4100341796875,1935100
20200414,1278.9829999999997,1348.7789999999993,20844.261000000042,5620,5232,22105,23472,1239.969970703125,1275.75,1228.5400390625,1265.22998046875,1265.22998046875,3167900
20200415,1001.9410000000018,956.5030000000012,12017.699999999966,3587,3125,12702,13976,1246.510009765625,1275.1099853515625,1234.0,1257.300048828125,1257.300048828125,2111800
20200416,1123.7720000000031,1091.9200000000017,14019.394000000013,3684,3206,14869,16235,1267.1400146484375,1273.3599853515625,1238.199951171875,1257.4300537109375,1257.4300537109375,2894800
20200417,996.4880000000016,1416.499999999998,12185.989000000012,2973,5555,13381,14599,1281.699951171875,1290.0,1266.0,1279.0,1279.0,2552500
20200420,1329.9649999999992,1227.3489999999993,20740.84600000006,5572,4661,21976,23298,1269.8900146484375,1276.8199462890625,1256.43994140625,1261.1500244140625,1261.1500244140625,1764600
20200421,1795.1759999999988,1817.344999999999,19275.828000000027,10017,10374,21520,22892,1242.7099609375,1250.0,1205.0,1212.1600341796875,1212.1600341796875,2482400
20200422,1409.1870000000029,1194.8520000000008,17151.011000000006,4813,4789,18411,19755,1241.1099853515625,1279.8800048828125,1237.199951171875,1258.4100341796875,1258.4100341796875,2315800
20200423,1239.4720000000007,943.0920000000008,15215.487000000001,4315,2965,16008,17398,1265.739990234375,1288.1500244140625,1260.530029296875,1271.1700439453125,1271.1700439453125,1710100
20200424,11853.625999999973,1046.673,48400.86500000026,47389,3480,59854,61301,1255.0,1277.7099609375,1244.0,1276.5999755859375,1276.5999755859375,1872000
20200427,932.5599999999998,1143.1049999999987,12882.326,2506,3665,13628,14958,1292.0,1294.0999755859375,1265.06005859375,1270.8599853515625,1270.8599853515625,2209300
20200428,1123.5629999999994,1056.7520000000009,13961.54800000001,3903,3286,14787,16142,1283.199951171875,1284.760009765625,1230.3800048828125,1232.5899658203125,1232.5899658203125,4035000
20200429,1157.2389999999987,1868.0959999999955,21879.725999999933,4491,6877,23494,24905,1345.0,1360.1500244140625,1326.72998046875,1342.1800537109375,1342.1800537109375,5417900
20200430,1195.2549999999999,1150.8700000000013,14757.602999999981,3900,3711,15717,17103,1331.3599853515625,1350.0,1321.5,1346.699951171875,1346.699951171875,2792100
20200501,1622.331,1603.8939999999977,15832.956000000013,9091,7072,17791,19059,1324.0899658203125,1351.4300537109375,1309.6600341796875,1317.3199462890625,1317.3199462890625,2443600
20200504,1100.7999999999975,1214.9030000000016,13854.146000000015,3756,5035,14803,16170,1308.1300048828125,1324.469970703125,1296.010009765625,1322.9000244140625,1322.9000244140625,1540300
20200505,988.0640000000009,1361.4020000000003,14724.304999999997,2947,4365,15709,17074,1337.5,1371.010009765625,1335.030029296875,1349.02001953125,1349.02001953125,1983300
20200506,791.1899999999997,4333.793000000007,23486.31299999999,2975,18937,27623,28611,1358.0,1368.68994140625,1345.1300048828125,1345.4300537109375,1345.4300537109375,1586600
20200507,1213.8509999999994,1375.4869999999985,9297.753000000004,4865,3252,11090,11887,1361.31005859375,1376.0,1352.5400390625,1369.280029296875,1369.280029296875,1532600
20200508,660.9920000000003,783.9569999999999,9641.027999999997,2235,3792,10264,11086,1381.8199462890625,1396.6400146484375,1372.010009765625,1384.3399658203125,1384.3399658203125,1666300
20200511,952.2020000000007,1223.9920000000006,15037.812,3014,4315,15898,17214,1376.7900390625,1415.530029296875,1375.5,1403.5899658203125,1403.5899658203125,1635900
20200512,1225.3410000000013,2089.629999999998,16085.718000000003,8179,7984,18192,19405,1408.219970703125,1414.3299560546875,1374.510009765625,1375.1800537109375,1375.1800537109375,1695900
20200513,1464.7900000000022,1551.1250000000014,18265.10699999999,7797,7626,20157,21281,1376.1600341796875,1385.3299560546875,1328.010009765625,1348.3299560546875,1348.3299560546875,2018400
20200514,1072.5710000000004,1080.0760000000005,11931.38299999999,3690,4237,12776,14084,1333.52001953125,1357.3699951171875,1323.300048828125,1356.8599853515625,1356.8599853515625,1833000
20200515,1342.2200000000018,1032.5149999999999,14724.237000000016,5033,3419,15814,17099,1348.260009765625,1374.5799560546875,1339.0,1373.06005859375,1373.06005859375,2077200
20200518,1095.7640000000008,1386.1169999999988,13281.115000000002,4221,5884,14632,15763,1361.5799560546875,1392.760009765625,1354.199951171875,1385.1800537109375,1385.1800537109375,2356400
20200519,1338.4170000000006,1046.279999999999,15601.161000000038,4974,3494,16680,17987,1385.47998046875,1392.489990234375,1373.760009765625,1374.4000244140625,1374.4000244140625,1579300
20200520,966.0759999999996,1221.6350000000018,13763.973000000013,3193,4122,14644,15952,1389.1600341796875,1412.030029296875,1387.4200439453125,1409.1600341796875,1409.1600341796875,1913100
20200521,1400.0679999999998,1602.8869999999986,22398.04300000004,5921,12592,24152,25401,1410.989990234375,1416.4599609375,1394.3900146484375,1406.75,1406.75,1544700
20200522,1203.3510000000008,891.8360000000022,15400.158000000003,5436,2524,16281,17495,1403.9000244140625,1417.0,1395.949951171875,1413.239990234375,1413.239990234375,1427200
20200526,830.8910000000009,993.6939999999984,11624.562999999998,2381,4247,12262,13449,1441.9599609375,1445.1099853515625,1419.4000244140625,1421.3699951171875,1421.3699951171875,2229500
20200527,2444.846000000003,1073.751000000001,21530.37700000002,12498,3659,23883,25049,1420.0,1425.3499755859375,1394.5999755859375,1420.280029296875,1420.280029296875,1584200
20200528,879.2090000000004,3279.171999999998,18010.68899999999,2880,11976,21012,22169,1400.0,1444.4599609375,1399.0799560546875,1418.239990234375,1418.239990234375,1758500
20200529,695.4829999999989,1723.3339999999996,19035.88600000001,2077,9089,20294,21455,1420.4300537109375,1436.72998046875,1415.97998046875,1433.52001953125,1433.52001953125,1852200
20200601,700.1770000000007,770.699000000001,9268.111999999988,2262,2465,9844,10739,1425.699951171875,1441.5799560546875,1422.280029296875,1434.8699951171875,1434.8699951171875,1258100
20200602,1027.4819999999997,1139.0370000000012,11025.706,3864,4007,12233,13192,1435.0,1443.0,1421.6099853515625,1442.31005859375,1442.31005859375,1172100
20200603,1633.942999999999,1524.4109999999987,18882.14400000001,8256,5662,21062,22041,1442.699951171875,1449.010009765625,1431.6199951171875,1439.25,1439.25,1386600
20200604,710.7910000000004,854.2330000000005,9600.925999999989,2494,2530,10172,11166,1436.780029296875,1441.3199462890625,1406.010009765625,1414.300048828125,1414.300048828125,1349100
20200605,780.6580000000007,1006.5880000000008,14500.526999999951,2612,2935,15368,16288,1415.6400146484375,1446.300048828125,1407.6199951171875,1440.02001953125,1440.02001953125,2132100
20200608,1033.6600000000012,892.2380000000011,11523.403999999982,5024,3923,12551,13449,1426.280029296875,1449.0,1424.47998046875,1448.0400390625,1448.0400390625,1693900
20200609,739.0789999999997,681.2200000000006,7468.244999999975,2733,2223,8047,8888,1445.239990234375,1467.800048828125,1442.3599853515625,1452.0799560546875,1452.0799560546875,1681200
20200610,692.8049999999998,1644.9379999999994,15975.408000000025,2149,10112,17393,18313,1461.510009765625,1472.77001953125,1454.3599853515625,1464.699951171875,1464.699951171875,1588100
20200611,1219.8079999999973,1564.1839999999959,15509.765000000005,5855,8451,17236,18297,1441.030029296875,1451.5999755859375,1398.4100341796875,1401.9000244140625,1401.9000244140625,2357200
20200612,2036.2260000000003,624.0659999999997,25315.539000000026,14893,1976,27039,27976,1425.8599853515625,1434.510009765625,1385.800048828125,1412.9200439453125,1412.9200439453125,1832900
20200615,732.4660000000014,1753.1779999999992,15019.470000000023,2526,9574,16585,17505,1389.489990234375,1425.0,1387.199951171875,1420.739990234375,1420.739990234375,1523400
20200616,871.1220000000008,1569.4659999999972,12804.47599999998,3131,6148,14195,15245,1449.0,1457.1700439453125,1428.989990234375,1446.469970703125,1446.469970703125,1532400
20200617,1454.2660000000008,3282.126999999989,18374.565,5781,13762,22030,23111,1452.93994140625,1462.199951171875,1435.1300048828125,1452.5400390625,1452.5400390625,1528300
20200618,1076.1449999999995,1126.801000000002,12834.948000000004,4230,4362,13997,15038,1449.8499755859375,1452.969970703125,1426.239990234375,1434.1199951171875,1434.1199951171875,1743100
20200619,744.3460000000008,722.1720000000021,8028.604999999987,2478,2079,8503,9495,1440.0,1444.5,1419.0,1424.6400146484375,1424.6400146484375,2639200
